turn_num,op_name,my_hp,op_hp,my_type1,my_type2,op_type1,op_type2,my_status,op_status,my_speed,op_speedwin
turn1,Blizzard,Bulbasaur,190,-86.0,Water,Ice,Grass,Poison,0,0,3005,2255,True
turn1,Blizzard,Ivysaur,133.0,-35.0,Water,Ice,Grass,Poison,0,0,3005,3005,True
turn1,Blizzard,Venusaur,35.0,23.0,Water,Ice,Grass,Poison,0,0,3005,4005,False
turn2,Blizzard,Venusaur,-137.0,23.0,Water,Ice,Grass,Poison,0,0,3005,4005,False
turn1,Blizzard,Charmander,150.0,41.0,Water,Ice,Fire,,0,0,3005,3255,True
turn2,Blizzard,Charmander,114.0,-15.0,Water,Ice,Fire,,0,0,3005,3255,True
turn1,Blizzard,Charmeleon,142.0,77.0,Water,Ice,Fire,,0,0,3005,4005,True
turn2,Blizzard,Charmeleon,92.0,32.0,Water,Ice,Fire,,0,0,3005,4005,True
turn3,Blizzard,Charmeleon,42.0,-9.0,Water,Ice,Fire,,0,0,3005,4005,True
turn1,Blizzard,Charizard,120.0,3.0,Water,Ice,Fire,Flying,0,0,3005,5005,True
turn2,Blizzard,Charizard,59.0,-128.0,Water,Ice,Fire,Flying,0,0,3005,5005,True
turn1,Blizzard,Squirtle,154.0,81.0,Water,Ice,Water,,0,0,3005,2155,True
turn2,Blizzard,Squirtle,120.0,59.0,Water,Ice,Water,,0,0,3005,2155,True
turn3,Blizzard,Squirtle,84.0,36.0,Water,Ice,Water,,0,0,3005,2155,True
turn4,Blizzard,Squirtle,49.0,12.0,Water,Ice,Water,,0,0,3005,2155,True
turn5,Blizzard,Squirtle,49.0,-11.0,Water,Ice,Water,,0,0,3005,2155,True
turn1,Blizzard,Wartortle,150.0,101.0,Water,Ice,Water,,0,0,3005,2905,False
turn2,Blizzard,Wartortle,108.0,82.0,Water,Ice,Water,,0,0,3005,2905,False
turn3,Blizzard,Wartortle,63.0,63.0,Water,Ice,Water,,0,0,3005,2905,False
turn4,Blizzard,Wartortle,21.0,44.0,Water,Ice,Water,,0,0,3005,2905,False
turn5,Blizzard,Wartortle,-26.0,25.0,Water,Ice,Water,,0,0,3005,2905,False
turn1,Blizzard,Blastoise,133.0,125.0,Water,Ice,Water,,0,0,3005,3905,False
turn2,Blizzard,Blastoise,77.0,112.0,Water,Ice,Water,,0,0,3005,3905,False
turn3,Blizzard,Blastoise,17.0,99.0,Water,Ice,Water,,0,0,3005,3905,False
turn4,Blizzard,Blastoise,-38.0,99.0,Water,Ice,Water,,0,0,3005,3905,False
turn1,Blizzard,Caterpie,190,-33.0,Water,Ice,Bug,,0,0,3005,2255,True
turn1,Blizzard,Metapod,190,0.0,Water,Ice,Bug,,0,0,3005,1505,True
turn1,Blizzard,Butterfree,190,120,Water,Ice,Bug,Flying,0,0,3005,3505,False
turn2,Blizzard,Butterfree,165.0,120,Water,Ice,Bug,Flying,1,0,3005,3505,False
turn3,Blizzard,Butterfree,138.0,120,Water,Ice,Bug,Flying,1,0,3005,3505,False
turn4,Blizzard,Butterfree,111.0,120,Water,Ice,Bug,Flying,1,0,3005,3505,False
turn5,Blizzard,Butterfree,111.0,120,Water,Ice,Bug,Flying,0,0,3005,3505,False
turn6,Blizzard,Butterfree,87.0,120,Water,Ice,Bug,Flying,1,0,3005,3505,False
turn7,Blizzard,Butterfree,60.0,120,Water,Ice,Bug,Flying,1,0,3005,3505,False
turn8,Blizzard,Butterfree,32.0,120,Water,Ice,Bug,Flying,1,0,3005,3505,False
turn9,Blizzard,Butterfree,32.0,120,Water,Ice,Bug,Flying,0,0,3005,3505,False
turn10,Blizzard,Butterfree,5.0,120,Water,Ice,Bug,Flying,1,0,3005,3505,False
turn11,Blizzard,Butterfree,-20.0,120,Water,Ice,Bug,Flying,1,0,3005,3505,False
turn1,Blizzard,Weedle,190,-182.0,Water,Ice,Bug,Poison,0,0,3005,2505,True
turn1,Blizzard,Kakuna,190,-139.0,Water,Ice,Bug,Poison,0,0,3005,1755,True
turn1,Blizzard,Beedrill,133.0,53.0,Water,Ice,Bug,Poison,0,0,3005,3755,True
turn2,Blizzard,Beedrill,57.0,-21.0,Water,Ice,Bug,Poison,0,0,3005,3755,True
turn1,Blizzard,Pidgey,190,-234.0,Water,Ice,Normal,Flying,0,0,3005,2805,True
turn1,Blizzard,Pidgeotto,161.0,-125.0,Water,Ice,Normal,Flying,0,0,3005,3555,True
turn1,Blizzard,Pidgeot,154.0,-18.0,Water,Ice,Normal,Flying,0,0,3005,5055,True
turn1,Blizzard,Rattata,95,7.0,Water,Ice,Normal,,0,0,3005,3605,True
turn2,Blizzard,Rattata,95,-69.0,Water,Ice,Normal,,0,6,3005,3605,True
turn1,Blizzard,Raticate,95,74.0,Water,Ice,Normal,,0,0,3005,4855,False
turn2,Blizzard,Raticate,0,74.0,Water,Ice,Normal,,0,0,3005,4855,False
turn1,Blizzard,Spearow,153.0,-252.0,Water,Ice,Normal,Flying,0,0,3005,3505,True
turn1,Blizzard,Fearow,136.0,-63.0,Water,Ice,Normal,Flying,0,0,3005,5005,True
turn1,Blizzard,Ekans,190,38.0,Water,Ice,Poison,,0,0,3005,2755,True
turn2,Blizzard,Ekans,190,-16.0,Water,Ice,Poison,,0,0,3005,2755,True
turn1,Blizzard,Arbok,163.0,80.0,Water,Ice,Poison,,0,0,3005,4005,True
turn2,Blizzard,Arbok,134.0,41.0,Water,Ice,Poison,,0,0,3005,4005,True
turn3,Blizzard,Arbok,105.0,4.0,Water,Ice,Poison,,0,0,3005,4005,True
