turn_num,op_name,my_hp,op_hp,my_type1,my_type2,op_type1,op_type2,my_status,op_status,my_speed,op_speedwin
turn1,Psychic,Bulbasaur,112.0,60.0,Bug,Poison,Grass,Poison,0,0,2255,2255,True
turn2,Psychic,Bulbasaur,103.0,13.0,Bug,Poison,Grass,Poison,0,0,2255,2255,True
turn3,Psychic,Bulbasaur,94.0,-34.0,Bug,Poison,Grass,Poison,0,0,2255,2255,True
turn1,Psychic,Ivysaur,113,79.0,Bug,Poison,Grass,Poison,0,0,2255,3005,True
turn2,Psychic,Ivysaur,95.0,42.0,Bug,Poison,Grass,Poison,3,0,2255,3005,True
turn3,Psychic,Ivysaur,77.0,2.0,Bug,Poison,Grass,Poison,3,0,2255,3005,True
turn4,Psychic,Ivysaur,67.0,-36.0,Bug,Poison,Grass,Poison,3,0,2255,3005,True
turn1,Psychic,Venusaur,87.0,106.0,Bug,Poison,Grass,Poison,0,0,2255,4005,False
turn2,Psychic,Venusaur,52.0,72.0,Bug,Poison,Grass,Poison,0,0,2255,4005,False
turn3,Psychic,Venusaur,17.0,41.0,Bug,Poison,Grass,Poison,0,0,2255,4005,False
turn4,Psychic,Venusaur,-19.0,41.0,Bug,Poison,Grass,Poison,0,0,2255,4005,False
turn1,Sleep Powder,Charmander,-7.0,99,Bug,Poison,Fire,,0,0,2255,3255,False
turn1,Sleep Powder,Charmeleon,-49.0,118,Bug,Poison,Fire,,0,0,2255,4005,False
turn1,Sleep Powder,Charizard,-90.0,138,Bug,Poison,Fire,Flying,0,0,2255,5005,False
turn1,Psychic,Squirtle,120,104,Bug,Poison,Water,,0,0,2255,2155,True
turn2,Psychic,Squirtle,120,81.0,Bug,Poison,Water,,0,1,2255,2155,True
turn3,Psychic,Squirtle,120,57.0,Bug,Poison,Water,,0,1,2255,2155,True
turn4,Psychic,Squirtle,120,57.0,Bug,Poison,Water,,0,0,2255,2155,True
turn5,Psychic,Squirtle,120,35.0,Bug,Poison,Water,,0,1,2255,2155,True
turn6,Psychic,Squirtle,120,35.0,Bug,Poison,Water,,0,0,2255,2155,True
turn7,Psychic,Squirtle,120,35.0,Bug,Poison,Water,,0,0,2255,2155,True
turn8,Psychic,Squirtle,120,11.0,Bug,Poison,Water,,0,1,2255,2155,True
turn9,Psychic,Squirtle,120,11.0,Bug,Poison,Water,,0,0,2255,2155,True
turn10,Psychic,Squirtle,120,-14.0,Bug,Poison,Water,,0,1,2255,2155,True
turn1,Sleep Powder,Wartortle,55.0,119,Bug,Poison,Water,,0,0,2255,2905,False
turn2,Sleep Powder,Wartortle,55.0,99.0,Bug,Poison,Water,,0,1,2255,2905,False
turn3,Sleep Powder,Wartortle,55.0,78.0,Bug,Poison,Water,,0,1,2255,2905,False
turn4,Sleep Powder,Wartortle,55.0,58.0,Bug,Poison,Water,,0,1,2255,2905,False
turn5,Sleep Powder,Wartortle,-8.0,58.0,Bug,Poison,Water,,0,0,2255,2905,False
turn1,Sleep Powder,Blastoise,36.0,139,Bug,Poison,Water,,0,0,2255,3905,False
turn2,Sleep Powder,Blastoise,36.0,125.0,Bug,Poison,Water,,0,1,2255,3905,False
turn3,Sleep Powder,Blastoise,36.0,110.0,Bug,Poison,Water,,0,1,2255,3905,False
turn4,Sleep Powder,Blastoise,-58.0,110.0,Bug,Poison,Water,,0,0,2255,3905,False
turn1,Psychic,Caterpie,110.0,105,Bug,Poison,Bug,,0,0,2255,2255,True
turn2,Psychic,Caterpie,110.0,36.0,Bug,Poison,Bug,,0,1,2255,2255,True
turn3,Psychic,Caterpie,110.0,-44.0,Bug,Poison,Bug,,0,1,2255,2255,True
turn1,Psychic,Metapod,120,110,Bug,Poison,Bug,,0,0,2255,1505,True
turn2,Psychic,Metapod,120,47.0,Bug,Poison,Bug,,0,1,2255,1505,True
turn3,Psychic,Metapod,120,47.0,Bug,Poison,Bug,,0,0,2255,1505,True
turn4,Psychic,Metapod,120,-11.0,Bug,Poison,Bug,,0,1,2255,1505,True
turn1,Sleep Powder,Butterfree,120,120,Bug,Poison,Bug,Flying,0,0,2255,3505,False
turn2,Sleep Powder,Butterfree,33.0,120,Bug,Poison,Bug,Flying,1,0,2255,3505,False
turn3,Sleep Powder,Butterfree,-56.0,120,Bug,Poison,Bug,Flying,1,0,2255,3505,False
turn1,Psychic,Weedle,111.0,-62.0,Bug,Poison,Bug,Poison,0,0,2255,2505,True
turn1,Psychic,Kakuna,120,-15.0,Bug,Poison,Bug,Poison,0,0,2255,1755,True
turn1,Psychic,Beedrill,8.0,83.0,Bug,Poison,Bug,Poison,0,0,2255,3755,False
turn2,Psychic,Beedrill,-163.0,83.0,Bug,Poison,Bug,Poison,0,0,2255,3755,False
turn1,Psychic,Pidgey,52.0,100,Bug,Poison,Normal,Flying,0,0,2255,2805,True
turn2,Psychic,Pidgey,52.0,55.0,Bug,Poison,Normal,Flying,0,1,2255,2805,True
turn3,Psychic,Pidgey,52.0,8.0,Bug,Poison,Normal,Flying,0,1,2255,2805,True
turn4,Psychic,Pidgey,52.0,-33.0,Bug,Poison,Normal,Flying,0,1,2255,2805,True
turn1,Psychic,Pidgeotto,22.0,123,Bug,Poison,Normal,Flying,0,0,2255,3555,True
turn2,Psychic,Pidgeotto,22.0,91.0,Bug,Poison,Normal,Flying,0,1,2255,3555,True
turn3,Psychic,Pidgeotto,22.0,60.0,Bug,Poison,Normal,Flying,0,1,2255,3555,True
turn4,Psychic,Pidgeotto,22.0,31.0,Bug,Poison,Normal,Flying,0,1,2255,3555,True
