turn_num,op_name,my_hp,op_hp,my_type1,my_type2,op_type1,op_type2,my_status,op_status,my_speed,op_speedwin
turn1,Blizzard,Bulbasaur,150,-52.0,Water,Ice,Grass,Poison,0,0,3505,2255,True
turn1,Blizzard,Ivysaur,150,-5.0,Water,Ice,Grass,Poison,0,0,3505,3005,True
turn1,Blizzard,Venusaur,3.0,35.0,Water,Ice,Grass,Poison,0,0,3505,4005,False
turn2,Blizzard,Venusaur,-153.0,35.0,Water,Ice,Grass,Poison,0,0,3505,4005,False
turn1,Hydro Pump,Charmander,111.0,5.0,Water,Ice,Fire,,0,0,3505,3255,True
turn2,Hydro Pump,Charmander,111.0,-98.0,Water,Ice,Fire,,0,0,3505,3255,True
turn1,Hydro Pump,Charmeleon,102.0,39.0,Water,Ice,Fire,,0,0,3505,4005,True
turn2,Hydro Pump,Charmeleon,55.0,-37.0,Water,Ice,Fire,,0,0,3505,4005,True
turn1,Blizzard,Charizard,81.0,24.0,Water,Ice,Fire,Flying,0,0,3505,5005,True
turn2,Blizzard,Charizard,21.0,-84.0,Water,Ice,Fire,Flying,0,0,3505,5005,True
turn1,Blizzard,Squirtle,114.0,87.0,Water,Ice,Water,,0,0,3505,2155,True
turn2,Blizzard,Squirtle,81.0,67.0,Water,Ice,Water,,0,0,3505,2155,True
turn3,Blizzard,Squirtle,48.0,49.0,Water,Ice,Water,,0,0,3505,2155,True
turn4,Blizzard,Squirtle,48.0,30.0,Water,Ice,Water,,0,0,3505,2155,True
turn5,Blizzard,Squirtle,15.0,10.0,Water,Ice,Water,,0,0,3505,2155,True
turn6,Blizzard,Squirtle,15.0,-9.0,Water,Ice,Water,,0,0,3505,2155,True
turn1,Blizzard,Wartortle,107.0,103.0,Water,Ice,Water,,0,0,3505,2905,True
turn2,Blizzard,Wartortle,64.0,89.0,Water,Ice,Water,,0,0,3505,2905,True
turn3,Blizzard,Wartortle,64.0,74.0,Water,Ice,Water,,0,0,3505,2905,True
turn4,Blizzard,Wartortle,64.0,59.0,Water,Ice,Water,,0,6,3505,2905,True
turn5,Blizzard,Wartortle,64.0,44.0,Water,Ice,Water,,0,6,3505,2905,True
turn6,Blizzard,Wartortle,64.0,28.0,Water,Ice,Water,,0,6,3505,2905,True
turn7,Blizzard,Wartortle,64.0,13.0,Water,Ice,Water,,0,6,3505,2905,True
turn8,Blizzard,Wartortle,64.0,-1.0,Water,Ice,Water,,0,6,3505,2905,True
turn1,Blizzard,Blastoise,92.0,128.0,Water,Ice,Water,,0,0,3505,3905,False
turn2,Blizzard,Blastoise,40.0,117.0,Water,Ice,Water,,0,0,3505,3905,False
turn3,Blizzard,Blastoise,-17.0,117.0,Water,Ice,Water,,0,0,3505,3905,False
turn1,Blizzard,Caterpie,150,-7.0,Water,Ice,Bug,,0,0,3505,2255,True
turn1,Blizzard,Metapod,144.0,17.0,Water,Ice,Bug,,0,0,3505,1505,True
turn2,Blizzard,Metapod,144.0,-74.0,Water,Ice,Bug,,0,0,3505,1505,True
turn1,Blizzard,Butterfree,150,120,Water,Ice,Bug,Flying,0,0,3505,3505,False
turn2,Blizzard,Butterfree,123.0,120,Water,Ice,Bug,Flying,1,0,3505,3505,False
turn3,Blizzard,Butterfree,123.0,120,Water,Ice,Bug,Flying,0,0,3505,3505,False
turn4,Blizzard,Butterfree,98.0,120,Water,Ice,Bug,Flying,1,0,3505,3505,False
turn5,Blizzard,Butterfree,70.0,120,Water,Ice,Bug,Flying,1,0,3505,3505,False
turn6,Blizzard,Butterfree,46.0,120,Water,Ice,Bug,Flying,1,0,3505,3505,False
turn7,Blizzard,Butterfree,46.0,120,Water,Ice,Bug,Flying,0,0,3505,3505,False
turn8,Blizzard,Butterfree,21.0,120,Water,Ice,Bug,Flying,1,0,3505,3505,False
turn9,Blizzard,Butterfree,-5.0,120,Water,Ice,Bug,Flying,1,0,3505,3505,False
turn1,Blizzard,Weedle,150,-134.0,Water,Ice,Bug,Poison,0,0,3505,2505,True
turn1,Blizzard,Kakuna,150,-92.0,Water,Ice,Bug,Poison,0,0,3505,1755,True
turn1,Blizzard,Beedrill,78.0,67.0,Water,Ice,Bug,Poison,0,0,3505,3755,False
turn2,Blizzard,Beedrill,40.0,7.0,Water,Ice,Bug,Poison,0,0,3505,3755,False
turn3,Blizzard,Beedrill,-55.0,7.0,Water,Ice,Bug,Poison,0,0,3505,3755,False
turn1,Blizzard,Pidgey,150,-163.0,Water,Ice,Normal,Flying,0,0,3505,2805,True
turn1,Blizzard,Pidgeotto,119.0,-77.0,Water,Ice,Normal,Flying,0,0,3505,3555,True
turn1,Blizzard,Pidgeot,110.0,1.0,Water,Ice,Normal,Flying,0,0,3505,5055,True
turn2,Blizzard,Pidgeot,74.0,-143.0,Water,Ice,Normal,Flying,0,0,3505,5055,True
turn1,Blizzard,Rattata,116.0,25.0,Water,Ice,Normal,,0,0,3505,3605,True
turn2,Blizzard,Rattata,81.0,-47.0,Water,Ice,Normal,,0,0,3505,3605,True
turn1,Blizzard,Raticate,101.0,82.0,Water,Ice,Normal,,0,0,3505,4855,False
turn2,Blizzard,Raticate,45.0,50.0,Water,Ice,Normal,,0,0,3505,4855,False
turn3,Blizzard,Raticate,-8.0,50.0,Water,Ice,Normal,,0,0,3505,4855,False
turn1,Blizzard,Spearow,108.0,-226.0,Water,Ice,Normal,Flying,0,0,3505,3505,True
turn1,Blizzard,Fearow,90.0,-27.0,Water,Ice,Normal,Flying,0,0,3505,5005,True
turn1,Blizzard,Ekans,129.0,51.0,Water,Ice,Poison,,0,0,3505,2755,True
