turn_num,op_name,my_hp,op_hp,my_type1,my_type2,op_type1,op_type2,my_status,op_status,my_speed,op_speedwin
turn1,Take Down,Bulbasaur,81.0,55.0,Fire,,Grass,Poison,0,0,3005,2255,True
turn2,Take Down,Bulbasaur,54.0,0.0,Fire,,Grass,Poison,0,0,3005,2255,True
turn1,Take Down,Ivysaur,89.0,81.0,Fire,,Grass,Poison,0,0,3005,3005,True
turn2,Take Down,Ivysaur,48.0,36.0,Fire,,Grass,Poison,3,0,3005,3005,True
turn3,Take Down,Ivysaur,16.0,-9.0,Fire,,Grass,Poison,3,0,3005,3005,True
turn1,Ember,Venusaur,60.0,106.0,Fire,,Grass,Poison,0,0,3005,4005,False
turn2,Ember,Venusaur,9.0,73.0,Fire,,Grass,Poison,0,0,3005,4005,False
turn3,Ember,Venusaur,-37.0,73.0,Fire,,Grass,Poison,0,0,3005,4005,False
turn1,Take Down,Charmander,68.0,35.0,Fire,,Fire,,0,0,3005,3255,True
turn2,Take Down,Charmander,23.0,-21.0,Fire,,Fire,,0,0,3005,3255,True
turn1,Take Down,Charmeleon,72.0,73.0,Fire,,Fire,,0,0,3005,4005,False
turn2,Take Down,Charmeleon,28.0,29.0,Fire,,Fire,,0,0,3005,4005,False
turn3,Take Down,Charmeleon,-3.0,29.0,Fire,,Fire,,0,0,3005,4005,False
turn1,Take Down,Charizard,71.0,104.0,Fire,,Fire,Flying,0,0,3005,5005,False
turn2,Take Down,Charizard,23.0,71.0,Fire,,Fire,Flying,0,0,3005,5005,False
turn3,Take Down,Charizard,-15.0,71.0,Fire,,Fire,Flying,0,0,3005,5005,False
turn1,Take Down,Squirtle,25.0,63.0,Fire,,Water,,0,0,3005,2155,False
turn2,Take Down,Squirtle,-60.0,21.0,Fire,,Water,,0,0,3005,2155,False
turn1,Bite,Wartortle,7.0,88.0,Fire,,Water,,0,0,3005,2905,False
turn2,Bite,Wartortle,-91.0,67.0,Fire,,Water,,0,0,3005,2905,False
turn1,Bite,Blastoise,4.0,111.0,Fire,,Water,,0,0,3005,3905,False
turn2,Bite,Blastoise,-104.0,111.0,Fire,,Water,,0,0,3005,3905,False
turn1,Take Down,Caterpie,67.0,35.0,Fire,,Bug,,0,0,3005,2255,True
turn2,Take Down,Caterpie,31.0,-44.0,Fire,,Bug,,0,0,3005,2255,True
turn1,Take Down,Metapod,83.0,65.0,Fire,,Bug,,0,0,3005,1505,True
turn2,Take Down,Metapod,51.0,16.0,Fire,,Bug,,0,0,3005,1505,True
turn3,Take Down,Metapod,28.0,-35.0,Fire,,Bug,,0,0,3005,1505,True
turn1,Take Down,Butterfree,103.0,120,Fire,,Bug,Flying,0,0,3005,3505,False
turn2,Take Down,Butterfree,41.0,120,Fire,,Bug,Flying,1,0,3005,3505,False
turn3,Take Down,Butterfree,-25.0,120,Fire,,Bug,Flying,1,0,3005,3505,False
turn1,Take Down,Weedle,63.0,15.0,Fire,,Bug,Poison,0,0,3005,2505,True
turn2,Take Down,Weedle,19.0,-69.0,Fire,,Bug,Poison,0,0,3005,2505,True
turn1,Take Down,Kakuna,79.0,55.0,Fire,,Bug,Poison,0,0,3005,1755,True
turn2,Take Down,Kakuna,43.0,5.0,Fire,,Bug,Poison,0,0,3005,1755,True
turn3,Take Down,Kakuna,17.0,-47.0,Fire,,Bug,Poison,0,0,3005,1755,True
turn1,Ember,Beedrill,24.0,56.0,Fire,,Bug,Poison,3,0,3005,3755,False
turn2,Ember,Beedrill,-23.0,56.0,Fire,,Bug,Poison,3,0,3005,3755,False
turn1,Take Down,Pidgey,44.0,35.0,Fire,,Normal,Flying,0,0,3005,2805,True
turn2,Take Down,Pidgey,11.0,-32.0,Fire,,Normal,Flying,0,0,3005,2805,True
turn1,Take Down,Pidgeotto,41.0,73.0,Fire,,Normal,Flying,0,0,3005,3555,False
turn2,Take Down,Pidgeotto,-21.0,73.0,Fire,,Normal,Flying,0,0,3005,3555,False
turn1,Take Down,Pidgeot,29.0,107.0,Fire,,Normal,Flying,0,0,3005,5055,False
turn2,Take Down,Pidgeot,-45.0,107.0,Fire,,Normal,Flying,0,0,3005,5055,False
turn1,Bite,Rattata,11.0,13.0,Fire,,Normal,,0,0,3005,3605,False
turn2,Bite,Rattata,-69.0,13.0,Fire,,Normal,,0,0,3005,3605,False
turn1,Bite,Raticate,9.0,73.0,Fire,,Normal,,0,0,3005,4855,False
turn2,Bite,Raticate,-88.0,73.0,Fire,,Normal,,0,0,3005,4855,False
turn1,Ember,Spearow,6.0,8.0,Fire,,Normal,Flying,0,0,3005,3505,False
turn2,Ember,Spearow,-84.0,8.0,Fire,,Normal,Flying,0,0,3005,3505,False
turn1,Take Down,Fearow,-1.0,125,Fire,,Normal,Flying,0,0,3005,5005,False
turn1,Take Down,Ekans,54.0,39.0,Fire,,Poison,,0,0,3005,2755,True
turn2,Take Down,Ekans,27.0,-16.0,Fire,,Poison,,0,0,3005,2755,True
turn1,Take Down,Arbok,49.0,81.0,Fire,,Poison,,0,0,3005,4005,False
turn2,Take Down,Arbok,-12.0,81.0,Fire,,Poison,,0,0,3005,4005,False
turn1,Take Down,Pikachu,47.0,25.0,Fire,,Electric,,0,0,3005,4505,False
turn2,Take Down,Pikachu,-7.0,25.0,Fire,,Electric,,0,0,3005,4505,False
turn1,Take Down,Raichu,27.0,73.0,Fire,,Electric,,0,0,3005,5505,False
turn2,Take Down,Raichu,-42.0,73.0,Fire,,Electric,,0,0,3005,5505,False
turn1,Take Down,Sandshrew,53.0,79.0,Fire,,Ground,,0,0,3005,2005,False
